"res","h3_address","lng","lat"
3,"838b11fffffffff",-61.281,-14.436
3,"838b12fffffffff",-59.404,-14.623
3,"838b13fffffffff",-60.323,-13.987
3,"838b14fffffffff",-60.422,-16.151
3,"838b15fffffffff",-61.331,-15.513
3,"838b16fffffffff",-59.452,-15.711
3,"838b18fffffffff",-62.127,-12.718
3,"838b19fffffffff",-63.014,-12.132
3,"838b1afffffffff",-61.181,-12.261
3,"838b1bfffffffff",-62.076,-11.629
3,"838b1cfffffffff",-62.177,-13.816
3,"838b1dfffffffff",-63.067,-13.236
3,"838b1efffffffff",-61.231,-13.352
3,"838b20fffffffff",-64.256,-18.174
3,"838b21fffffffff",-65.179,-17.611
3,"838b22fffffffff",-63.284,-17.635
3,"838b23fffffffff",-64.197,-17.075
3,"838b24fffffffff",-64.315,-19.268
3,"838b25fffffffff",-65.242,-18.713
3,"838b26fffffffff",-63.339,-18.725
3,"838b28fffffffff",-66.041,-15.921
3,"838b29fffffffff",-66.971,-15.328
3,"838b2afffffffff",-65.053,-15.393
3,"838b2bfffffffff",-65.974,-14.804
3,"838b2cfffffffff",-66.108,-17.036
3,"838b2dfffffffff",-67.042,-16.45
3,"838b2efffffffff",-65.116,-16.504
3,"838b30fffffffff",-61.432,-17.641
3,"838b31fffffffff",-62.327,-17.096
3,"838b32fffffffff",-60.471,-17.221
3,"838b33fffffffff",-61.382,-16.581
3,"838b34fffffffff",-61.48,-18.719
3,"838b35fffffffff",-62.378,-18.183
3,"838b36fffffffff",-60.521,-18.281
3,"838b40fffffffff",-69.629,-11.2
3,"838b41fffffffff",-70.569,-10.557
3,"838b42fffffffff",-68.615,-10.696
3,"838b43fffffffff",-69.548,-10.056
3,"838b44fffffffff",-69.71,-12.343
3,"838b45fffffffff",-70.655,-11.705
3,"838b46fffffffff",-68.692,-11.834
3,"838b48fffffffff",-71.425,-8.755
3,"838b49fffffffff",-72.367,-8.095
3,"838b4afffffffff",-70.4,-8.263
3,"838b4bfffffffff",-71.337,-7.606
3,"838b4cfffffffff",-71.513,-9.906
3,"838b4dfffffffff",-72.46,-9.249
3,"838b4efffffffff",-70.485,-9.41
3,"838b50fffffffff",-66.693,-10.82
3,"838b51fffffffff",-67.613,-10.193
3,"838b52fffffffff",-65.713,-10.315
3,"838b53fffffffff",-66.625,-9.691
3,"838b54fffffffff",-66.762,-11.948
3,"838b55fffffffff",-67.686,-11.326
3,"838b56fffffffff",-65.778,-11.438
3,"838b58fffffffff",-68.462,-8.42
3,"838b59fffffffff",-69.388,-7.773
3,"838b5afffffffff",-67.47,-7.928
3,"838b5bfffffffff",-68.387,-7.285
3,"838b5cfffffffff",-68.538,-9.557
3,"838b5dfffffffff",-69.467,-8.914
3,"838b5efffffffff",-67.541,-9.06
3,"838b60fffffffff",-70.828,-13.999
3,"838b61fffffffff",-71.783,-13.361
3,"838b62fffffffff",-69.792,-13.486
3,"838b63fffffffff",-70.741,-12.852
3,"838b64fffffffff",-70.915,-15.142
3,"838b65fffffffff",-71.875,-14.51
3,"838b66fffffffff",-69.875,-14.626
3,"838b68fffffffff",-72.647,-11.56
3,"838b69fffffffff",-73.603,-10.902
3,"838b6afffffffff",-71.603,-11.058
3,"838b6bfffffffff",-72.553,-10.404
3,"838b6cfffffffff",-72.741,-12.715
3,"838b6dfffffffff",-73.702,-12.061
3,"838b6efffffffff",-71.693,-12.21
3,"838b70fffffffff",-67.833,-13.593
3,"838b71fffffffff",-68.769,-12.973
3,"838b72fffffffff",-66.831,-13.077
3,"838b73fffffffff",-67.759,-12.46
3,"838b74fffffffff",-67.907,-14.724
3,"838b75fffffffff",-68.848,-14.11
3,"838b76fffffffff",-66.901,-14.203
3,"838b80fffffffff",-56.404,-12.094
3,"838b81fffffffff",-57.35,-11.463
3,"838b82fffffffff",-55.405,-11.598
3,"838b83fffffffff",-56.36,-10.968
3,"838b84fffffffff",-56.448,-13.215
3,"838b85fffffffff",-57.396,-12.582
3,"838b86fffffffff",-55.448,-12.726
3,"838b88fffffffff",-58.24,-9.711
3,"838b89fffffffff",-59.165,-9.085
3,"838b8afffffffff",-57.259,-9.209
3,"838b8bfffffffff",-58.194,-8.584
3,"838b8cfffffffff",-58.287,-10.832
3,"838b8dfffffffff",-59.212,-10.204
3,"838b8efffffffff",-57.305,-10.338
3,"838b90fffffffff",-53.427,-11.722
3,"838b91fffffffff",-54.399,-11.093
3,"838b92fffffffff",-52.408,-11.207
3,"838b93fffffffff",-53.387,-10.58
3,"838b94fffffffff",-53.468,-12.858
3,"838b95fffffffff",-54.441,-12.228
3,"838b96fffffffff",-52.447,-12.35
3,"838b98fffffffff",-55.319,-9.326
3,"838b99fffffffff",-56.271,-8.7
3,"838b9afffffffff",-54.316,-8.807
3,"838b9bfffffffff",-55.276,-8.183
3,"838b9cfffffffff",-55.362,-10.464
3,"838b9dfffffffff",-56.315,-9.836
3,"838b9efffffffff",-54.357,-9.953
3,"838ba0fffffffff",-57.488,-14.799
3,"838ba1fffffffff",-58.427,-14.164
3,"838ba2fffffffff",-56.493,-14.328
3,"838ba3fffffffff",-57.442,-13.694
3,"838ba4fffffffff",-57.534,-15.896
3,"838ba5fffffffff",-58.474,-15.26
3,"838ba6fffffffff",-56.538,-15.433
3,"838ba8fffffffff",-59.308,-12.426
3,"838ba9fffffffff",-60.225,-11.794
3,"838baafffffffff",-58.333,-11.949
3,"838babfffffffff",-59.26,-11.318
3,"838bacfffffffff",-59.356,-13.528
3,"838badfffffffff",-60.274,-12.894
3,"838baefffffffff",-58.38,-13.06
3,"838bb0fffffffff",-54.525,-14.479
3,"838bb1fffffffff",-55.491,-13.847
3,"838bb2fffffffff",-53.508,-13.987
3,"838bb3fffffffff",-54.483,-13.357
3,"838bb4fffffffff",-54.567,-15.593
3,"838bb5fffffffff",-55.535,-14.961
3,"838bb6fffffffff",-53.549,-15.109
3,"838c00fffffffff",105.167,-8.983
3,"838c01fffffffff",104.09,-9.275
3,"838c02fffffffff",105.486,-7.962
3,"838c03fffffffff",104.407,-8.255
3,"838c04fffffffff",105.92,-9.7
3,"838c05fffffffff",104.85,-9.993
3,"838c06fffffffff",106.239,-8.689
3,"838c08fffffffff",102.238,-8.835
3,"838c09fffffffff",101.149,-9.12
3,"838c0afffffffff",102.552,-7.807
3,"838c0bfffffffff",101.46,-8.095
3,"838c0cfffffffff",103.009,-9.564
3,"838c0dfffffffff",101.926,-9.851
3,"838c0efffffffff",103.324,-8.546
3,"838c10fffffffff",106.882,-6.636
3,"838c11fffffffff",105.806,-6.931
3,"838c12fffffffff",107.206,-5.595
3,"838c13fffffffff",106.128,-5.891
3,"838c14fffffffff",107.629,-7.37
3,"838c15fffffffff",106.56,-7.667
3,"838c16fffffffff",107.952,-6.339
3,"838c18fffffffff",103.958,-6.478
3,"838c19fffffffff",102.867,-6.769
3,"838c1afffffffff",104.278,-5.428
3,"838c1bfffffffff",103.184,-5.721
3,"838c1cfffffffff",104.725,-7.225
3,"838c1dfffffffff",103.64,-7.517
3,"838c1efffffffff",105.046,-6.185
3,"838c20fffffffff",106.348,-11.395
3,"838c21fffffffff",105.286,-11.688
3,"838c22fffffffff",106.666,-10.405
3,"838c23fffffffff",105.602,-10.7
3,"838c24fffffffff",107.087,-12.079
3,"838c25fffffffff",106.032,-12.373
3,"838c26fffffffff",107.405,-11.099
3,"838c28fffffffff",103.461,-11.28
3,"838c29fffffffff",102.385,-11.565
3,"838c2afffffffff",103.775,-10.283
3,"838c2bfffffffff",102.696,-10.571
3,"838c2cfffffffff",104.219,-11.978
3,"838c2dfffffffff",103.149,-12.265
3,"838c2efffffffff",104.534,-10.992
3,"838c30fffffffff",108.046,-9.106
3,"838c31fffffffff",106.986,-9.404
3,"838c32fffffffff",108.368,-8.094
3,"838c33fffffffff",107.307,-8.392
3,"838c34fffffffff",108.777,-9.808
3,"838c35fffffffff",107.725,-10.108
3,"838c36fffffffff",109.099,-8.806
3,"838c40fffffffff",97.575,-10.96
3,"838c41fffffffff",96.488,-11.226
3,"838c42fffffffff",97.875,-9.956
3,"838c43fffffffff",96.784,-10.227
3,"838c44fffffffff",98.362,-11.683
3,"838c45fffffffff",97.277,-11.95
3,"838c46fffffffff",98.664,-10.688
3,"838c48fffffffff",94.608,-10.754
3,"838c49fffffffff",93.523,-11.011
3,"838c4afffffffff",94.898,-9.751
3,"838c4bfffffffff",93.81,-10.013
3,"838c4cfffffffff",95.402,-11.488
3,"838c4dfffffffff",94.319,-11.744
3,"838c4efffffffff",95.695,-10.493
3,"838c50fffffffff",99.272,-8.662
3,"838c51fffffffff",98.177,-8.94
3,"838c52fffffffff",99.579,-7.63
3,"838c53fffffffff",98.481,-7.911
3,"838c54fffffffff",100.058,-9.403
3,"838c55fffffffff",98.967,-9.681
3,"838c56fffffffff",100.367,-8.38
3,"838c58fffffffff",96.286,-8.464
3,"838c59fffffffff",95.191,-8.734
3,"838c5afffffffff",96.584,-7.43
3,"838c5bfffffffff",95.485,-7.705
3,"838c5cfffffffff",97.083,-9.214
3,"838c5dfffffffff",95.989,-9.485
3,"838c5efffffffff",97.383,-8.189
3,"838c60fffffffff",98.843,-13.367
3,"838c61fffffffff",97.765,-13.631
3,"838c62fffffffff",99.144,-12.396
3,"838c63fffffffff",98.062,-12.664
3,"838c64fffffffff",99.619,-14.06
3,"838c65fffffffff",98.544,-14.325
3,"838c66fffffffff",99.921,-13.099
3,"838c68fffffffff",95.901,-13.184
3,"838c69fffffffff",94.823,-13.436
3,"838c6afffffffff",96.194,-12.212
3,"838c6bfffffffff",95.112,-12.469
3,"838c6cfffffffff",96.687,-13.889
3,"838c6dfffffffff",95.61,-14.141
3,"838c6efffffffff",96.981,-12.926
3,"838c70fffffffff",100.532,-11.135
3,"838c71fffffffff",99.447,-11.411
3,"838c72fffffffff",100.839,-10.134
3,"838c73fffffffff",99.752,-10.413
3,"838c74fffffffff",101.306,-11.846
3,"838c75fffffffff",100.226,-12.123
3,"838c76fffffffff",101.615,-10.855
3,"838c80fffffffff",107.431,-1.645
3,"838c81fffffffff",106.341,-1.937
3,"838c82fffffffff",107.76,-0.567
3,"838c83fffffffff",106.669,-0.856
3,"838c84fffffffff",108.185,-2.426
3,"838c85fffffffff",107.103,-2.718
3,"838c86fffffffff",108.514,-1.355
3,"838c88fffffffff",104.47,-1.438
3,"838c89fffffffff",103.364,-1.73
3,"838c8afffffffff",104.796,-0.349
3,"838c8bfffffffff",103.687,-0.64
3,"838c8cfffffffff",105.246,-2.228
3,"838c8dfffffffff",104.146,-2.52
3,"838c8efffffffff",105.572,-1.147
3,"838c90fffffffff",109.177,0.801
3,"838c91fffffffff",108.091,0.516
3,"838c92fffffffff",109.51,1.885
3,"838c93fffffffff",108.423,1.603
3,"838c94fffffffff",109.922,0.006
3,"838c95fffffffff",108.845,-0.28
3,"838c96fffffffff",110.255,1.083
3,"838c98fffffffff",106.229,1.034
3,"838c99fffffffff",105.123,0.746
3,"838c9afffffffff",106.559,2.131
3,"838c9bfffffffff",105.452,1.846
3,"838c9cfffffffff",106.998,0.229
3,"838c9dfffffffff",105.9,-0.059
3,"838c9efffffffff",107.329,1.32
3,"838ca0fffffffff",108.604,-4.252
3,"838ca1fffffffff",107.531,-4.546
3,"838ca2fffffffff",108.931,-3.196
3,"838ca3fffffffff",107.857,-3.489
3,"838ca4fffffffff",109.342,-5.003
3,"838ca5fffffffff",108.277,-5.299
3,"838ca6fffffffff",109.669,-3.957
3,"838ca8fffffffff",105.69,-4.077
3,"838ca9fffffffff",104.599,-4.37
3,"838caafffffffff",106.015,-3.01
3,"838cabfffffffff",104.922,-3.303
3,"838cacfffffffff",106.452,-4.841
3,"838cadfffffffff",105.367,-5.135
3,"838caefffffffff",106.777,-3.783
3,"838cb0fffffffff",110.328,-1.844
3,"838cb1fffffffff",109.26,-2.134
3,"838cb2fffffffff",110.659,-0.78
3,"838cb3fffffffff",109.59,-1.067
3,"838cb4fffffffff",111.057,-2.612
3,"838cb5fffffffff",109.998,-2.904
3,"838cb6fffffffff",111.388,-1.556
3,"838cc0fffffffff",99.715,-3.685
3,"838cc1fffffffff",98.603,-3.974
3,"838cc2fffffffff",100.028,-2.604
3,"838cc3fffffffff",98.913,-2.895
3,"838cc4fffffffff",100.511,-4.469
3,"838cc5fffffffff",99.403,-4.757
3,"838cc6fffffffff",100.826,-3.395
3,"838cc8fffffffff",96.683,-3.471
3,"838cc9fffffffff",95.57,-3.757
3,"838ccafffffffff",96.987,-2.387
3,"838ccbfffffffff",95.87,-2.675
3,"838cccfffffffff",97.491,-4.261
3,"838ccdfffffffff",96.38,-4.546
3,"838ccefffffffff",97.797,-3.184
3,"838cd0fffffffff",101.46,-1.223
3,"838cd1fffffffff",100.343,-1.515
3,"838cd2fffffffff",101.78,-0.126
3,"838cd3fffffffff",100.659,-0.418
3,"838cd4fffffffff",102.254,-2.021
3,"838cd5fffffffff",101.142,-2.313
3,"838cd6fffffffff",102.575,-0.931
3,"838cd8fffffffff",98.416,-1.002
3,"838cd9fffffffff",97.294,-1.294
3,"838cdafffffffff",98.728,0.101
3,"838cdbfffffffff",97.602,-0.192
3,"838cdcfffffffff",99.224,-1.806
3,"838cddfffffffff",98.106,-2.097
3,"838cdefffffffff",99.538,-0.71
3,"838ce0fffffffff",100.989,-6.3
3,"838ce1fffffffff",99.888,-6.587
3,"838ce2fffffffff",101.303,-5.244
3,"838ce3fffffffff",100.199,-5.533
3,"838ce4fffffffff",101.773,-7.058
3,"838ce5fffffffff",100.677,-7.345
3,"838ce6fffffffff",102.088,-6.011
3,"838ce8fffffffff",97.989,-6.103
3,"838ce9fffffffff",96.885,-6.385
3,"838ceafffffffff",98.295,-5.044
3,"838cebfffffffff",97.187,-5.328
3,"838cecfffffffff",98.787,-6.871
3,"838cedfffffffff",97.685,-7.152
3,"838ceefffffffff",99.094,-5.819
3,"838cf0fffffffff",102.722,-3.888
3,"838cf1fffffffff",101.618,-4.179
3,"838cf2fffffffff",103.042,-2.813
3,"838cf3fffffffff",101.935,-3.104
3,"838cf4fffffffff",103.503,-4.663
3,"838cf5fffffffff",102.404,-4.954
3,"838cf6fffffffff",103.824,-3.596
3,"838d00fffffffff",110.288,-13.754
3,"838d01fffffffff",109.261,-14.057
3,"838d02fffffffff",110.606,-12.804
3,"838d03fffffffff",109.579,-13.108
3,"838d04fffffffff",110.989,-14.387
3,"838d05fffffffff",109.971,-14.692
3,"838d06fffffffff",111.307,-13.448
3,"838d08fffffffff",107.503,-13.708
3,"838d09fffffffff",106.456,-14.003
3,"838d0afffffffff",107.819,-12.75
3,"838d0bfffffffff",106.771,-13.047
3,"838d0cfffffffff",108.227,-14.357
3,"838d0dfffffffff",107.187,-14.654
3,"838d0efffffffff",108.544,-13.41
3,"838d10fffffffff",111.946,-11.537
3,"838d11fffffffff",110.926,-11.844
3,"838d12fffffffff",112.267,-10.566
3,"838d13fffffffff",111.246,-10.873
3,"838d14fffffffff",112.638,-12.189
3,"838d15fffffffff",111.626,-12.498
3,"838d16fffffffff",112.958,-11.229
3,"838d18fffffffff",109.181,-11.48
3,"838d19fffffffff",108.137,-11.781
3,"838d1afffffffff",109.501,-10.499
3,"838d1bfffffffff",108.457,-10.8
3,"838d1cfffffffff",109.897,-12.148
3,"838d1dfffffffff",108.862,-12.451
3,"838d1efffffffff",110.217,-11.177
3,"838d20fffffffff",111.367,-15.924
3,"838d21fffffffff",110.357,-16.23
3,"838d22fffffffff",111.683,-15.007
3,"838d23fffffffff",110.673,-15.314
3,"838d24fffffffff",112.054,-16.521
3,"838d25fffffffff",111.052,-16.829
3,"838d26fffffffff",112.369,-15.615
3,"838d28fffffffff",108.629,-15.918
3,"838d29fffffffff",107.598,-16.215
3,"838d2afffffffff",108.945,-14.994
3,"838d2bfffffffff",107.912,-15.292
3,"838d2cfffffffff",109.34,-16.532
3,"838d2dfffffffff",108.316,-16.83
3,"838d2efffffffff",109.655,-15.618
3,"838d30fffffffff",113.003,-13.768
3,"838d31fffffffff",112,-14.079
3,"838d32fffffffff",113.322,-12.829
3,"838d33fffffffff",112.319,-13.139
3,"838d34fffffffff",113.679,-14.385
3,"838d35fffffffff",112.686,-14.697
3,"838d36fffffffff",113.997,-13.456
3,"838d40fffffffff",102.978,-15.798
3,"838d41fffffffff",101.916,-16.072
3,"838d42fffffffff",103.286,-14.863
3,"838d43fffffffff",102.222,-15.141
3,"838d44fffffffff",103.727,-16.444
3,"838d45fffffffff",102.671,-16.72
3,"838d46fffffffff",104.036,-15.519
3,"838d48fffffffff",100.088,-15.68
3,"838d49fffffffff",99.019,-15.942
3,"838d4afffffffff",100.39,-14.742
3,"838d4bfffffffff",99.318,-15.008
3,"838d4cfffffffff",100.853,-16.341
3,"838d4dfffffffff",99.788,-16.604
3,"838d4efffffffff",101.156,-15.413
3,"838d50fffffffff",104.658,-13.629
3,"838d51fffffffff",103.595,-13.914
3,"838d52fffffffff",104.971,-12.665
3,"838d53fffffffff",103.907,-12.953
3,"838d54fffffffff",105.403,-14.294
3,"838d55fffffffff",104.346,-14.581
3,"838d56fffffffff",105.717,-13.34
3,"838d58fffffffff",101.767,-13.516
3,"838d59fffffffff",100.694,-13.791
3,"838d5afffffffff",102.075,-12.547
3,"838d5bfffffffff",100.999,-12.825
3,"838d5cfffffffff",102.529,-14.195
3,"838d5dfffffffff",101.461,-14.471
3,"838d5efffffffff",102.838,-13.236
3,"838d60fffffffff",104.163,-17.979
3,"838d61fffffffff",103.115,-18.253
3,"838d62fffffffff",104.471,-17.078
3,"838d63fffffffff",103.42,-17.355
3,"838d64fffffffff",104.9,-18.59
3,"838d65fffffffff",103.857,-18.866
3,"838d66fffffffff",105.209,-17.699
3,"838d68fffffffff",101.31,-17.894
3,"838d69fffffffff",100.412,-18.252
3,"838d6afffffffff",101.612,-16.99
3,"838d6bfffffffff",100.551,-17.255
3,"838d6cfffffffff",102.107,-18.546
3,"838d6dfffffffff",101.219,-18.912
3,"838d6efffffffff",102.366,-17.627
3,"838d70fffffffff",105.829,-15.877
3,"838d71fffffffff",104.78,-16.163
3,"838d72fffffffff",106.142,-14.946
3,"838d73fffffffff",105.091,-15.235
3,"838d74fffffffff",106.561,-16.507
3,"838d75fffffffff",105.518,-16.795
3,"838d76fffffffff",106.873,-15.587
3,"838d80fffffffff",112.54,-6.892
3,"838d81fffffffff",111.509,-7.193
3,"838d82fffffffff",112.866,-5.876
3,"838d83fffffffff",111.835,-6.175
3,"838d84fffffffff",113.237,-7.598
3,"838d85fffffffff",112.215,-7.901
3,"838d86fffffffff",113.562,-6.591
3,"838d88fffffffff",109.747,-6.774
3,"838d89fffffffff",108.691,-7.073
3,"838d8afffffffff",110.073,-5.745
3,"838d8bfffffffff",109.016,-6.042
3,"838d8cfffffffff",110.47,-7.494
3,"838d8dfffffffff",109.422,-7.795
3,"838d8efffffffff",110.795,-6.475
3,"838d90fffffffff",114.215,-4.557
3,"838d91fffffffff",113.193,-4.853
3,"838d92fffffffff",114.544,-3.53
3,"838d93fffffffff",113.522,-3.823
3,"838d94fffffffff",114.901,-5.28
3,"838d95fffffffff",113.888,-5.577
3,"838d96fffffffff",115.228,-4.262
3,"838d98fffffffff",111.449,-4.412
3,"838d99fffffffff",110.399,-4.707
3,"838d9afffffffff",111.778,-3.37
3,"838d9bfffffffff",110.728,-3.663
3,"838d9cfffffffff",112.162,-5.15
3,"838d9dfffffffff",111.121,-5.447
3,"838d9efffffffff",112.49,-4.117
3,"838da0fffffffff",113.602,-9.279
3,"838da1fffffffff",112.589,-9.586
3,"838da2fffffffff",113.925,-8.291
3,"838da3fffffffff",112.913,-8.596
3,"838da4fffffffff",114.283,-9.95
3,"838da5fffffffff",113.28,-10.259
3,"838da6fffffffff",114.605,-8.972
3,"838da8fffffffff",110.861,-9.204
3,"838da9fffffffff",109.823,-9.507
3,"838daafffffffff",111.184,-8.203
3,"838dabfffffffff",110.146,-8.505
3,"838dacfffffffff",111.568,-9.891
3,"838dadfffffffff",110.539,-10.196
3,"838daefffffffff",111.891,-8.901
3,"838db0fffffffff",115.252,-6.992
3,"838db1fffffffff",114.249,-7.295
3,"838db2fffffffff",115.573,-6.025
3,"838db3fffffffff",114.574,-6.291
3,"838db4fffffffff",115.908,-7.834
3,"838db5fffffffff",114.928,-7.986
3,"838db6fffffffff",116.232,-6.87
3,"838e00fffffffff",-83.849,-9.898
3,"838e01fffffffff",-82.884,-10.601
3,"838e02fffffffff",-84.952,-10.365
3,"838e03fffffffff",-83.988,-11.071
3,"838e04fffffffff",-83.712,-8.724
3,"838e05fffffffff",-82.75,-9.427
3,"838e06fffffffff",-84.81,-9.192
3,"838e08fffffffff",-82.048,-12.473
3,"838e09fffffffff",-81.073,-13.167
3,"838e0afffffffff",-83.156,-12.946
3,"838e0bfffffffff",-82.181,-13.644
3,"838e0cfffffffff",-81.916,-11.3
3,"838e0dfffffffff",-80.944,-11.995
3,"838e0efffffffff",-83.02,-11.774
3,"838e10fffffffff",-87.013,-10.116
3,"838e11fffffffff",-86.056,-10.828
3,"838e12fffffffff",-88.116,-10.572
3,"838e13fffffffff",-87.162,-11.287
3,"838e14fffffffff",-86.865,-8.946
3,"838e15fffffffff",-85.911,-9.656
3,"838e16fffffffff",-87.964,-9.403
3,"838e18fffffffff",-85.238,-12.709
3,"838e19fffffffff",-84.268,-13.414
3,"838e1afffffffff",-86.35,-13.168
3,"838e1bfffffffff",-85.382,-13.877
3,"838e1cfffffffff",-85.094,-11.538
3,"838e1dfffffffff",-84.127,-12.244
3,"838e1efffffffff",-86.203,-11.999
3,"838e20fffffffff",-82.484,-7.081
3,"838e21fffffffff",-81.526,-7.78
3,"838e22fffffffff",-83.575,-7.551
3,"838e23fffffffff",-82.617,-8.253
3,"838e24fffffffff",-82.353,-5.911
3,"838e25fffffffff",-81.398,-6.609
3,"838e26fffffffff",-83.44,-6.38
3,"838e28fffffffff",-80.69,-9.649
3,"838e29fffffffff",-79.723,-10.342
3,"838e2afffffffff",-81.785,-10.126
3,"838e2bfffffffff",-80.817,-10.823
3,"838e2cfffffffff",-80.564,-8.476
3,"838e2dfffffffff",-79.601,-9.17
3,"838e2efffffffff",-81.655,-8.953
3,"838e30fffffffff",-85.623,-7.313
3,"838e31fffffffff",-84.67,-8.019
3,"838e32fffffffff",-86.717,-7.775
3,"838e33fffffffff",-85.766,-8.484
3,"838e34fffffffff",-85.48,-6.144
3,"838e35fffffffff",-84.53,-6.848
3,"838e36fffffffff",-86.571,-6.606
3,"838e40fffffffff",-77.038,-14.718
3,"838e41fffffffff",-76.059,-15.38
3,"838e42fffffffff",-78.134,-15.211
3,"838e43fffffffff",-77.152,-15.877
3,"838e44fffffffff",-76.925,-13.555
3,"838e45fffffffff",-75.95,-14.221
3,"838e46fffffffff",-78.016,-14.047
3,"838e48fffffffff",-75.187,-17.184
3,"838e49fffffffff",-74.206,-17.823
3,"838e4afffffffff",-76.281,-17.685
3,"838e4bfffffffff",-75.294,-18.329
3,"838e4cfffffffff",-75.081,-16.034
3,"838e4dfffffffff",-74.103,-16.678
3,"838e4efffffffff",-76.17,-16.535
3,"838e50fffffffff",-80.221,-15.021
3,"838e51fffffffff",-79.238,-15.699
3,"838e52fffffffff",-81.333,-15.501
3,"838e53fffffffff",-80.348,-16.183
3,"838e54fffffffff",-80.095,-13.855
3,"838e55fffffffff",-79.115,-14.536
3,"838e56fffffffff",-81.202,-14.335
3,"838e58fffffffff",-78.372,-17.525
3,"838e59fffffffff",-77.383,-18.182
3,"838e5afffffffff",-79.485,-18.011
3,"838e5bfffffffff",-78.493,-18.673
3,"838e5cfffffffff",-78.253,-16.37
3,"838e5dfffffffff",-77.267,-17.032
3,"838e5efffffffff",-79.361,-16.858
3,"838e60fffffffff",-75.734,-11.895
3,"838e61fffffffff",-74.767,-12.561
3,"838e62fffffffff",-76.813,-12.389
3,"838e63fffffffff",-75.841,-13.059
3,"838e64fffffffff",-75.627,-10.73
3,"838e65fffffffff",-74.664,-11.399
3,"838e66fffffffff",-76.701,-11.222
3,"838e68fffffffff",-73.901,-14.375
3,"838e69fffffffff",-72.933,-15.021
3,"838e6afffffffff",-74.975,-14.879
3,"838e6bfffffffff",-74.002,-15.528
3,"838e6cfffffffff",-73.801,-13.219
3,"838e6dfffffffff",-72.837,-13.869
3,"838e6efffffffff",-74.871,-13.721
3,"838e70fffffffff",-78.873,-12.201
3,"838e71fffffffff",-77.899,-12.881
3,"838e72fffffffff",-79.97,-12.686
3,"838e73fffffffff",-78.994,-13.37
3,"838e74fffffffff",-78.754,-11.03
3,"838e75fffffffff",-77.783,-11.713
3,"838e76fffffffff",-79.846,-11.514
3,"838e80fffffffff",-91.586,-13.063
3,"838e81fffffffff",-90.644,-13.787
3,"838e82fffffffff",-92.688,-13.49
3,"838e83fffffffff",-91.751,-14.217
3,"838e84fffffffff",-91.422,-11.906
3,"838e85fffffffff",-90.482,-12.628
3,"838e86fffffffff",-92.52,-12.338
3,"838e88fffffffff",-89.853,-15.663
3,"838e89fffffffff",-88.893,-16.381
3,"838e8afffffffff",-90.97,-16.09
3,"838e8bfffffffff",-90.014,-16.812
3,"838e8cfffffffff",-89.693,-14.508
3,"838e8dfffffffff",-88.735,-15.227
3,"838e8efffffffff",-90.806,-14.941
3,"838e90fffffffff",-94.706,-13.18
3,"838e91fffffffff",-93.786,-13.91
3,"838e92fffffffff",-95.792,-13.59
3,"838e93fffffffff",-94.88,-14.321
3,"838e94fffffffff",-94.534,-12.035
3,"838e95fffffffff",-93.615,-12.763
3,"838e96fffffffff",-95.617,-12.451
3,"838e98fffffffff",-93.025,-15.782
3,"838e99fffffffff",-92.084,-16.51
3,"838e9afffffffff",-94.129,-16.19
3,"838e9bfffffffff",-93.195,-16.92
3,"838e9cfffffffff",-92.856,-14.639
3,"838e9dfffffffff",-91.917,-15.366
3,"838e9efffffffff",-93.957,-15.052
3,"838ea0fffffffff",-90.162,-10.304
3,"838ea1fffffffff",-89.219,-11.022
3,"838ea2fffffffff",-91.259,-10.746
3,"838ea3fffffffff",-90.322,-11.467
3,"838ea4fffffffff",-90.004,-9.139
3,"838ea5fffffffff",-89.063,-9.856
3,"838ea6fffffffff",-91.098,-9.585
3,"838ea8fffffffff",-88.424,-12.906
3,"838ea9fffffffff",-87.464,-13.621
3,"838eaafffffffff",-89.534,-13.35
3,"838eabfffffffff",-88.579,-14.068
3,"838eacfffffffff",-88.269,-11.74
3,"838eadfffffffff",-87.313,-12.455
3,"838eaefffffffff",-89.376,-12.187
3,"838eb0fffffffff",-93.278,-10.459
3,"838eb1fffffffff",-92.354,-11.182
3,"838eb2fffffffff",-94.363,-10.887
3,"838eb3fffffffff",-93.446,-11.612
3,"838eb4fffffffff",-93.111,-9.305
3,"838eb5fffffffff",-92.189,-10.025
3,"838eb6fffffffff",-94.193,-9.737
3,"838ec0fffffffff",-84.839,-18.056
3,"838ec1fffffffff",-83.852,-18.748
3,"838ec2fffffffff",-85.971,-18.506
3,"838ec3fffffffff",-84.985,-19.202
3,"838ec4fffffffff",-84.695,-16.904
3,"838ec5fffffffff",-83.711,-17.598
3,"838ec6fffffffff",-85.822,-17.358
3,"838ec8fffffffff",-82.999,-20.57
3,"838ec9fffffffff",-82,-21.241
3,"838ecafffffffff",-84.138,-21.024
3,"838ecbfffffffff",-83.139,-21.7
3,"838eccfffffffff",-82.86,-19.432
3,"838ecdfffffffff",-81.864,-20.107
3,"838ecefffffffff",-83.994,-19.89
3,"838ed0fffffffff",-88.081,-18.241
3,"838ed1fffffffff",-87.104,-18.948
3,"838ed2fffffffff",-89.211,-18.67
3,"838ed3fffffffff",-88.238,-19.38
3,"838ed4fffffffff",-87.925,-17.095
3,"838ed5fffffffff",-86.951,-17.804
3,"838ed6fffffffff",-89.051,-17.529
